,sentiment,content
573,8,sleep good night tweeties down to oc tomorrow hope and pray that rachyl gets better soon
574,10,it depressing stuck inside all day
575,12,even saw the news feeds of the archie website but can not believe he choose veronica disappointed
576,10,hate being sick miss and
577,8,im eating sliders at barjohnnys theyre pork tho not beef still on the search
578,5,getting ready for school second maths test today also its my last day of rd year next week will officially be in th year
579,10,woke up wanna stay in my bed
580,12,depressed that was not included in the morcom gardens quiz on facebook
581,12,yeah its still totally in the high here soooo notlooking forward to aug and sept up here
582,10,upsidedown tomato plants died
583,1,so deep its priecing my soul
584,12,oh come on you get next week off and get next week full of exams
585,8,friday here at last not much fun when your skint though
586,12,know do not tell anyone dont know if my dad told the famz yet think taking it online
587,10,caan iht be earlier icant wait that long ahar
588,5,friday yay and bonus do not have to drive to wales tonight athough will miss kitten cuddles and going for ride
589,12,my children have promised me birthday brekkie in bed there problem with that in that there bugger all food in the house
590,12,woops only just realized my dms to you are not going through
591,8,do not think will be able to get out of bed tomorrow morning we will seeeee
592,11,cant use my blackberry today this sucks
593,3,what studio created open season should google it or look at the dvd downstairs but feeling lazy
594,8,the times they are changing
595,10,why do you hate me
596,6,time for tv in bed then spending all day catching up on studying hate online summer classes
597,8,video is not available to us foreigners
598,10,wanted to visit the animals but we were too late
599,12,pc agree we have problem we must stop spending and only work
600,10,jonaswebcast just missed it
601,6,dang it really look like crap sigh only had mins to shower and mins to get ready
602,8,waiting to get picked up
603,10,so exhausted can not sleep do not like these nights
604,10,gonna miss all the live comet action tomorrow have to go take care of my cousins and they do not have access to the interwebz
605,11,lol cant drink
606,11,if bill compton has wii why can not he have twitter
607,10,sorry to hear that
608,12,morning sports day today and have to do the three legged race with mr pettigrew said not aloud to trip her up
609,10,just found out can not drink at this bar booo missing at palomino no cheers sad face
610,12,cannot sleep hours of tossing and turning
611,12,omg going to die of swine flu when go to melbourne
612,0,packing do not like it
613,8,dang it so its not certain are you okay
614,8,wishes dave gilmour and roger waters would re unite for pink floyd concert
615,10,finished whole box of ice cream
616,8,in horse town blown out car speakers
617,8,someone make me cofffeeeeeee
618,12,plus just deposited tax return cheque but for first time in years it did not clear immediately
619,7,photo martwo omg love you accadentally deleted this photo yay hes so beautiful
620,12,knooww my hot water bottle iss in whangamata without me ahhhhh
621,8,my nose is stuffy
622,8,last night in newport
623,9,thanks for the rt and sorry about your new place with the domestics
624,5,ok other then my shoe the club is cool its fun and its poppin except the ppl tryna dance wit me
625,12,holy crap it raining in la and do not have jacket oh no
626,8,aright twitter fam guess ima be outties gonna try sleep off some of this horrible pain
627,8,baby was not herself after recieving vaccines
628,12,wish could attend this year but these small events like the nba and stanley cup finals keep getting in the way work work work
629,5,lol hi emmy latin would help me study for the aptitude tests to get into grad school thats why wanna take it
630,10,btw am not wimp
631,9,lol yeah yeah you big perv was hoping to see you next week but scrapped plans
632,12,rejecting all food substances
633,12,no was trying to interview dr paul twomey ceo of icann phone issues cut the interview from mins to
634,10,can not add you on myspace girly it asks for last name and email
635,6,back at vienna sooo tired luggage lost manchester been great very good outcome from seminar at mbs great people around
636,12,do not think can take needle watched horribly gory short film on drugs few months ago scarred for life
637,10,do not wanna go back to work sleepy time
638,12,it feels not good
639,8,watching the biggest loser on hallmark never fails to make me cry nyeh
640,8,that sucks how old are you actually
641,12,thinking about getting up for work
642,8,still confuse
643,12,was very naughty girl tonight dissappointed with myself
644,12,that better than missy telling me should be on the biggest loser
645,10,noooo he goes for orlando omg gonna cry
646,11,aaaaaahhhhhhhh soooooooo sweeeeeeet miss that age soooo much
647,11,just saw fox as was getting on the freeway hope it goes home
648,8,scratch that sleep on stage bound
649,11,recapping on britains got talent britain seems more talented than america
650,8,cnt get it its goin to ur old messages help
651,7,good time rocking out open mic thanks all the love support now working on business plan presentation no cg again nite
652,8,swimming is no go for me
653,10,morning john yes do however have diary clash and sadly can not attend
654,10,miss my friend
655,8,ohh ic ic haha iyaa my summer is filled with one course that lasts for the whole summer
